STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
CA,10,91560,12680,72800,2840,84750,5590,81760,9170,235590,89020,0,0,0,0,0,130,31870,316320493,91560,318502877,74280,106101480,89050,7415834,78820,19602289,75860,15457945,45180,2556028,22960,5506741,82430,103596218,21960,2185303,2090,1290,8261,16580,506117,60120,58661572,42170,2182384,430,108,11600,790749,20070,368865,2070,20595,0,0,17140,383757,17140,373371,4930,10386,74420,23781300,530,69149,70760,26615836,3340,44750,69350,2087821,72730,724558,74390,1683670,42330,46470,56920,1465202,1720,35585,7810,4718,28880,2698063,70410,16049130,13740,1831890,54390,7797894,91480,284379929,91490,82856612,11340,404220,170,1531,66150,2482254,55350,1766173,6080,3630,0,0,0,0,0,0,2450,30420,30470,821908,0,0,200,1713,410,2220,90740,89924856,0,0,0,0,0,0,0,0,0,0,91360,80374394,91530,86408379,65680,926779,84650,4147011,41580,7660641,49490,11014229,14200,1986871,39020,9027358
CO,0,2765420,1395050,1032840,282440,2458100,167880,1247610,1619030,5122960,1496040,51700,26720,2660,22320,7010,330910,635760,227872004,2757370,231052124,2302210,151592580,928060,2587425,607680,5989968,563660,4401743,420320,594676,511550,7350304,566290,21344342,597020,20051452,27700,60860,310026,352650,5380595,235260,14994802,792930,3180120,55600,14049,20030,443889,102760,787387,52830,263532,286990,310701,2355190,39219808,2355190,38494200,372570,725606,373260,13334886,81860,1419900,333710,3358065,33500,57877,335230,1296877,351140,2613085,371700,2806784,243600,157129,316940,4341581,8250,66158,29240,24700,21190,431959,307630,3745617,16110,445780,442090,3552930,2280010,177617173,2263260,31972202,5310,83090,40930,85384,1011650,2307719,203060,251578,105920,58405,146640,149740,138720,24712,665720,1542143,14650,63218,402520,1313388,66460,486426,75360,551592,87060,72805,2607420,35144641,343460,745303,290360,635684,272560,493639,108600,94920,29150,47151,2014460,29664509,2171140,31933380,84520,152538,108120,597819,677300,3975074,2005290,7108850,1935030,5327947,90510,1780905
CO,1,36880,22570,11590,1450,25850,5930,23220,8020,55490,9280,290,170,0,120,0,820,16620,-3880664,28840,-3836574,9290,354106,13630,82862,8800,99625,7860,65007,1680,7359,14620,-281986,12430,365538,5540,100434,2860,270,1623,60,262,9110,-1034691,8300,44090,110,27,60,1142,2380,14146,240,1269,1940,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,281,0,0,500,3383,90,3180,350,155,150,181,20,2,0,0,20,17,10,10,90,100,0,0,4870,12656,2220,24235,2410,23267,40,24,15720,114321,2970,3465,1810,2269,1510,3089,1370,1271,1720,3050,410,3202,6020,17992,230,269,0,0,3400,6886,14060,103137,12960,75584,1400,27554
CO,2,300380,256480,20970,18800,252200,24560,110400,157720,256620,46770,10430,5950,210,4270,2610,23980,49680,1560162,300380,1604172,225160,1274390,51130,22530,30990,43075,28040,26133,2920,1918,52660,170922,27250,24881,28850,144384,1620,2700,8467,800,3314,5560,-23142,50810,44010,450,95,120,666,3820,12231,730,2235,7220,6371,295900,3106883,295900,3040910,36540,65973,4450,96686,3110,49905,1460,3406,2050,1042,2970,8779,3540,10441,4180,12489,1750,958,2530,27082,80,777,200,101,160,475,2470,3189,120,1441,830,405,11740,25342,7730,2172,20,176,1300,541,1860,195,1420,56,0,0,140,43,60,18,120,60,10,2,43440,31586,5650,46213,5910,44905,190,102,245720,195893,83280,77102,68600,66419,20370,14133,10010,8467,3680,4187,7240,1977,53030,34757,10,10,0,0,33660,17110,228090,178145,226440,173868,2080,4277
CO,3,471570,330180,58440,74160,415970,29630,187710,322740,676390,191910,16150,8990,450,6720,2710,83460,86330,8185209,471570,8334804,377530,6317303,79780,54477,44950,105810,40550,64305,8600,5628,89600,794322,40170,91347,69410,802031,2620,10950,49707,32090,62261,11990,22475,106870,149595,2570,556,410,2544,8280,26701,3380,11062,28360,24565,460980,6634767,460980,6521002,62080,113764,10580,240763,7150,117547,4610,7738,4650,3058,7490,20162,8850,26726,10200,30839,4820,2153,6340,65089,170,1534,540,498,300,979,6750,18027,390,3877,35700,26240,319540,1862550,314260,187651,80,198,5670,2554,104090,36068,5640,325,3530,1140,28340,14411,32780,5184,39540,14667,270,140,76370,131885,18730,132511,18430,125256,19630,10396,433560,1099319,136470,408215,116240,351309,90090,157368,23080,18966,10780,13608,244710,151583,299540,296477,40,36,0,0,59480,71754,395730,872233,392540,862587,4290,9646
CO,4,655580,401170,132620,103520,588110,35690,264350,453500,1105100,324130,16330,9010,740,6570,1660,114980,117510,24011108,655580,24361594,570100,19819225,134280,97892,74180,212411,67580,133075,37400,21596,94330,1066560,65760,232385,106300,1972303,4110,18050,92543,79670,546962,22950,179350,172700,350486,10810,2515,1180,9541,14780,61610,10880,41206,86340,90220,625730,9663794,625730,9523624,73970,140170,29830,665883,15220,241381,20630,38147,7680,7819,23540,60851,26170,96352,29410,107565,16480,8330,21250,215047,750,5954,1600,1848,670,1961,20670,70682,1100,13048,77490,140552,649720,13467301,644290,1476401,60,254,18180,16459,258300,296041,18410,1554,16650,9519,43440,43674,81210,15393,165420,221253,1820,2538,72960,189102,29480,189702,29240,198855,38360,23485,633080,2438153,117130,255015,101060,214595,117570,239221,23870,19769,9840,17361,512970,1180360,547420,1398795,80,164,0,0,118870,193838,532270,1223648,526370,1203368,8240,20281
CO,5,409880,200700,153770,44030,367080,22810,183920,258480,790320,227970,5340,1870,600,2870,40,52820,100990,25219835,409880,25572430,351410,19649689,133270,115301,78570,287554,72140,185971,62860,38381,66760,833819,69760,340557,98350,2735662,3850,10580,55688,69510,1010144,24430,314866,133120,352595,10420,2570,1340,13388,12800,71339,10690,47001,68690,78971,361470,6381218,361470,6262944,61810,118274,48410,1074516,16630,264956,41440,107322,6030,8411,42440,107508,44540,209820,48170,225542,30800,14149,39880,409912,1150,8426,3030,3233,960,3245,35430,128308,1580,20926,64650,185927,408710,17515608,407410,2169565,60,317,8200,21792,163230,346775,24410,3043,13690,7336,24860,28398,24660,4107,118770,290600,2660,7035,50010,152570,7880,72400,11010,92104,15470,13953,400340,2511999,3620,1506,2650,1092,34280,64015,14340,12707,2480,6596,370920,1822791,382720,1998172,80,91,30,23,105390,244684,303150,747579,296320,720251,9200,27329
CO,6,268480,87360,157030,18990,241580,14620,128750,159290,599040,174040,1860,420,350,1080,0,26480,78230,23280178,268480,23580099,228740,17335044,117160,121144,72720,312298,67150,207710,64070,45207,50620,681764,65790,449508,81420,2950866,3340,6780,36151,54770,1031329,24060,399365,85580,299921,8530,2255,1460,16615,10670,71006,7310,37646,35360,40645,220570,4527039,220570,4431556,47240,95483,47910,1161311,12950,220767,43600,153969,3830,7393,43480,121918,44840,266065,47810,281384,32320,16097,41400,455959,1020,6787,3300,3308,1090,4424,36890,159761,1530,20594,54670,196970,268050,17347846,267300,2290230,70,284,3640,16117,119180,319369,24440,3784,14730,8243,17740,21880,0,0,91630,266331,2490,10098,37910,125724,2210,18905,4390,35379,6490,8197,263780,2456959,0,0,0,0,6940,11815,11230,10122,580,2050,259320,1970861,262240,2116997,120,152,0,0,79240,231810,188430,564565,181690,533921,8990,30643
CO,7,437350,75780,340150,16770,396480,24350,222160,207470,1120920,344040,1220,280,290,660,0,25310,129700,59957501,437350,60756830,379150,43535190,250060,355928,175210,1095909,163760,767841,161590,142809,95030,1747700,161520,1975399,147580,7251223,5810,9340,52434,84550,1904963,65160,1928716,164540,799329,18700,5027,5670,90569,24120,204249,15410,84268,59090,67679,310700,7040252,310700,6892734,70030,147517,126640,3768023,21910,383908,120450,698690,5640,14299,118850,413737,120640,1000832,126530,1047510,90800,57220,113490,1522260,2700,17503,10230,9486,4660,21547,108510,671820,4460,79995,122250,692223,437050,48373042,436600,7382812,590,3336,2900,21347,239890,688780,65420,18596,39230,22196,32100,41317,0,0,181590,540796,5140,27312,72320,303961,290,2460,3220,25111,5480,11026,431980,7315950,0,0,0,0,1760,3889,24690,23618,60,299,433930,6694057,435000,7053411,3810,1089,1320,633,181780,801096,254490,1049393,236210,911259,24090,138134
CO,8,152480,16960,130460,3910,140450,8410,98670,47100,427650,145320,90,30,20,40,0,2980,45370,43511527,152480,44203457,133650,28070856,118030,384328,95740,1349428,91020,1009938,65970,109997,38640,1464503,95570,3609247,50550,3412249,2550,2030,12434,25530,663177,50350,4177971,54440,691930,3750,943,6770,171651,18010,209971,3260,29564,0,0,70440,1647293,70440,1608709,18120,38584,82030,3107470,4580,119897,79210,983837,2620,7899,76080,364435,79720,777007,82000,815069,54350,43472,73750,1253834,1770,14714,7790,4877,6950,53934,74660,730330,3940,108550,67720,904538,152410,37831631,152380,7369387,1750,15751,620,5586,103310,333819,45680,43590,15930,8658,0,0,0,0,68330,207991,1870,12183,34100,225159,0,0,660,5816,1190,4515,150790,7281374,0,0,0,0,40,109,0,0,0,0,152220,7035568,152380,7437074,60140,44446,77450,94473,79420,966665,72510,796991,55900,491857,20770,305134
CO,9,22230,2470,19060,530,20550,1300,18650,3560,64110,22880,0,0,0,0,0,70,7270,14900231,22230,15149800,18750,7330119,20430,222207,17440,666411,16770,506716,9320,52052,6180,439416,18330,2304941,6260,454827,550,130,808,3710,101497,13420,2996470,10680,249569,190,47,1990,80620,4930,70842,630,6251,0,0,7050,164531,7050,160093,2100,4438,15190,913351,270,17902,14500,430802,640,1935,13440,101736,14820,146362,15180,162088,8460,9216,12630,263827,390,5671,1740,869,3140,45733,14300,341411,1450,75761,11830,386593,22220,13437075,22220,3358083,710,10547,60,572,14160,71745,11060,36749,1740,1043,0,0,0,0,250,345,260,2107,6670,69036,0,0,60,638,160,818,21970,3380761,0,0,0,0,0,0,0,0,0,0,22200,3286338,22230,3508436,13800,40558,19580,104589,11680,531665,10420,396362,4790,134812,6550,261550
CO,10,10580,1380,8770,280,9840,590,9790,1150,27310,9710,0,0,0,0,0,10,4060,31126917,10580,31325512,8440,7906658,10280,1130756,9090,1817447,8780,1435047,5900,169729,3130,433284,9710,11950539,2760,227473,390,30,171,1960,56686,8240,6033422,5890,198595,60,14,1050,57153,2980,45292,310,3030,0,0,2350,54031,2350,52628,670,1403,8230,2306883,30,3637,7820,934154,360,6021,6940,97751,8020,79480,8230,124298,3820,5534,5670,128571,210,4792,810,480,3250,299661,7950,1622089,1550,121588,6920,1019201,10570,27756778,10570,7732518,1870,49047,20,261,7490,214746,6570,143879,430,270,0,0,0,0,0,0,130,1803,3860,71709,0,0,20,261,60,289,10480,8349912,0,0,0,0,0,0,0,0,0,0,10560,7517772,10570,8071269,6220,65723,9740,398101,4380,909566,6140,1176797,1820,220440,4890,956357
CT,0,1768690,888080,618690,225630,1585090,103180,937460,1049660,3183410,931480,58830,33700,110,25020,10120,200370,479140,177928854,1763620,180629965,1449580,116891768,613270,3389364,452020,6621686,425560,4895134,275720,776163,291700,6613796,376150,17678335,435170,14875112,3130,69320,440212,277330,4802689,103250,7907262,468400,2701111,53440,13905,24410,667631,53270,524371,33630,175376,157060,175588,1480930,24598318,1480930,24066606,273180,531712,267920,10214891,58950,1154910,244150,4926241,20810,31691,246010,2324997,253310,2290738,267240,2598643,178790,131524,215200,2633174,4960,45115,12140,7099,18500,857892,225360,2644674,13280,249339,232330,1808113,1435200,145400118,1423670,29833124,4210,61586,30490,49782,653780,1659822,145580,416182,80620,45270,104440,118636,86180,15881,424030,892037,5660,19366,237760,1121865,51140,415003,56350,452317,37000,30032,1672110,33552295,221490,492176,192390,431461,161060,268692,82410,75662,20060,30635,1279970,28173451,1365520,30357329,85630,256027,88630,662760,397880,2714067,1315700,5857838,1265130,3980239,64990,1877600
CT,1,19750,12740,5350,880,14000,3220,12810,4340,27820,4590,340,210,0,130,0,430,9500,-2591624,14680,-2564054,3990,191972,6840,65401,5530,93504,5080,61793,620,4285,7200,-114364,7070,239805,3320,78544,260,140,1053,40,229,3650,-696596,4030,27570,70,17,70,2226,1050,7755,130,629,870,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74,0,0,420,3990,70,3672,330,104,120,221,10,1,0,0,20,17,0,0,50,52,0,0,2570,8370,1320,15843,1460,16204,20,9,8530,83834,1440,1494,760,902,690,1364,880,888,850,1391,330,3770,3320,14645,170,472,0,0,1860,5621,7610,74724,6820,58499,1040,16225
CT,2,218070,188170,12310,14980,186080,17460,94060,108660,173030,32210,14560,8500,10,6050,3960,16420,39650,1100768,218070,1125316,160590,845678,35510,16985,26470,35694,24410,23385,1590,1399,30380,105331,20560,15381,26980,133914,150,2850,9513,670,2761,2400,-14663,30090,24548,210,45,80,666,1700,5675,380,1340,3890,3861,214630,2162428,214630,2109033,29930,53395,3390,78400,2290,39019,1200,2912,1600,826,2430,18225,2880,16269,3230,18486,1580,834,1790,17193,30,187,90,39,120,280,1810,2076,90,562,630,357,11450,24983,7360,1823,0,0,1210,492,1820,198,1350,59,0,0,220,55,60,16,130,54,0,0,25980,18784,3730,35983,4000,36761,110,64,176540,138668,55360,53477,47760,47312,14230,9619,5780,5109,2170,2164,6780,1627,34140,21349,20,19,0,0,22050,11164,166830,128468,165540,125343,1660,3125
CT,3,299430,202860,31490,59660,268830,17470,138090,209510,428580,130750,18070,10820,50,7210,3870,55400,63840,5140553,299430,5232921,234240,3870657,49630,37868,33390,78114,30680,51931,5210,3735,48340,447672,25590,56588,52180,607064,250,13060,61880,26700,53356,4640,9218,59820,92368,1690,380,350,2790,4260,15343,2290,7807,15780,16030,290690,4219115,290690,4135556,45860,83559,8730,202386,5840,92920,4140,7909,3800,2452,6810,45517,7730,45408,8570,50911,4900,2383,4960,41594,110,643,210,85,240,437,5670,11377,330,2897,17300,12560,198060,1114184,194750,112265,40,63,5430,2068,69850,24258,3990,261,3490,1099,16530,8495,22160,3891,28830,10367,170,75,41730,75495,14280,112803,14400,111081,9040,4946,276330,764134,93880,290884,82370,257996,63360,107740,14350,12129,7170,7733,146100,88007,177800,170441,30,44,0,0,31470,39295,257090,631881,254870,624906,3120,6975
CT,4,371220,220280,63030,77470,336450,19380,176300,268580,608800,180300,16700,10710,40,5950,2260,67300,79640,13584463,371220,13793186,316600,10985608,76320,63680,49030,144377,45370,98500,22920,16205,46550,561794,38070,116382,69630,1261564,390,19200,119914,56880,436743,8160,67975,90570,208723,6610,1560,1080,9110,7140,34707,7060,29089,45340,51515,348050,5385517,348050,5293565,48480,91952,23150,521140,11330,174855,17670,37813,4860,4530,19300,123986,21060,141837,23020,156933,14740,8449,15510,124981,430,2474,660,537,520,1731,16900,46818,890,8280,35710,64679,367460,7610347,364340,835044,50,118,14200,11664,154730,178766,11300,917,14710,8337,30480,33569,52380,9926,98880,124440,940,935,35640,104224,24130,173376,24160,179839,16870,10518,360010,1487276,69500,145791,60560,124871,66330,123363,18320,16000,7560,11733,288460,656277,305680,775582,50,107,10,29,54450,93302,314350,800695,310480,785533,5560,15162
CT,5,248210,132390,71690,36220,223720,12940,132610,166050,432180,113280,5720,2510,20,3190,40,30090,72190,15315502,248210,15530477,208860,11738985,82650,79890,54220,200034,50600,138589,42190,29277,33690,469280,42430,173576,66220,1792569,390,11190,80474,51320,829870,8550,92940,74040,214975,8080,1976,1380,15264,6010,39758,6570,31201,38620,44609,207940,3539481,207940,3461068,41220,78413,40270,880835,12330,202465,37420,122280,2520,3318,36620,222115,37880,304314,40180,322412,27900,15584,31700,243836,770,4551,1460,1155,780,2004,30640,86225,1400,13329,29930,82000,247190,10805723,246490,1356395,50,653,5470,13619,92710,178390,15280,1855,9530,5129,18140,22757,11590,2048,66860,142546,1140,2159,24860,87940,5950,59524,7740,69912,6280,5697,243830,1679080,1320,530,950,380,13680,22021,11790,11162,1790,5275,231710,1178006,236410,1278411,40,63,0,0,52160,120588,195280,516775,190880,498669,6040,18105
CT,6,169370,63440,84210,17720,152570,8930,98230,106400,345460,92250,1960,560,0,1400,0,14600,59480,14689199,169370,14874487,142190,10755445,75620,85416,51870,231828,48530,164823,44970,33972,27260,433847,41190,222315,56520,1983261,400,7710,52856,42960,891282,8650,119107,47930,185288,7950,2026,1500,18586,5030,39356,4600,25951,17090,18751,129900,2612624,129900,2545980,33270,66644,39460,915766,9060,162757,37830,176732,1460,2157,36820,231862,37410,339231,39420,358128,27750,15978,32550,266739,680,4226,1600,1045,820,2902,31840,101405,1360,14618,26830,88997,168910,11058290,168560,1496355,80,215,2130,9338,70370,162216,15850,2347,8940,5061,12500,16845,0,0,53840,132222,880,2416,20840,81683,1540,15540,2700,23718,2300,2921,167430,1708717,0,0,0,0,2230,3373,9270,8640,470,2055,165940,1334139,166970,1426831,70,49,0,0,42930,123247,126030,401377,121680,380371,5980,21006
CT,7,294860,53490,223200,14390,267040,15970,179180,145670,740570,223000,1360,360,0,1010,0,14210,105480,40789070,294860,41358717,254180,29694671,168140,250055,126500,824495,119620,609424,102880,100339,59550,1413351,103150,993533,109700,5273339,810,11970,87160,71450,1775351,25180,616954,106380,569647,21980,6094,6280,106102,11990,118794,10220,57269,35480,39720,217870,4981333,217870,4863320,55860,118013,76980,2221773,13980,317535,73710,584990,3030,5001,72280,566498,72810,710064,76930,768506,53200,38621,64290,726990,1350,9421,3860,2335,3030,14010,67340,325149,3370,48342,65150,337057,294420,33210109,294070,5143471,520,2037,1480,10364,160050,421137,43230,12307,28410,16901,26550,36898,0,0,122290,330583,1710,7084,46950,249080,190,1934,1630,12530,1860,3580,292530,5272449,0,0,0,0,540,1169,22040,21734,50,284,293080,4722334,293510,5005294,3180,865,1000,430,115900,484716,178280,743438,166170,649620,15950,93819
CT,8,114250,11940,97970,3400,105190,6100,77520,35700,325800,113960,130,30,0,100,0,1860,38610,33051908,114250,33724964,100250,22830693,87020,272676,75570,1146973,72620,893627,39840,87616,29300,1735240,68880,1820399,41110,2883575,340,2880,24580,22280,651690,24390,1805644,40170,673056,6340,1682,8480,245358,10080,143474,1830,16662,0,0,62480,1476395,62480,1441900,16120,34495,51770,1936475,3770,138876,49110,937049,2560,5571,48970,574552,50030,498742,51750,551752,33900,31281,45180,765351,960,10074,3020,1435,5060,37905,47970,360648,2500,63937,40790,449550,114200,29180489,114160,5795929,1590,11716,210,1862,80610,237145,34680,31120,13050,7241,0,0,0,0,52960,151564,640,4199,27330,254138,0,0,230,1978,420,1564,113510,5913756,0,0,0,0,20,43,0,0,0,0,114070,5558784,114170,5947338,55050,45301,57670,63157,59430,621800,54440,578696,42250,349842,15120,228854
CT,9,21380,1840,18700,620,19860,1110,17550,3360,65360,25380,0,0,0,0,0,70,6810,14491331,21380,14819237,18570,9098293,19650,196977,18050,716861,17510,553339,7820,73201,6220,717130,17790,1389539,6320,553468,80,250,2183,3330,105650,9440,1718367,9420,327906,420,105,3040,137829,3340,59840,350,3540,0,0,7090,168130,7090,164015,1900,4115,14290,768508,290,18517,13610,670406,620,1749,13530,239261,13910,138926,14290,165065,8780,9737,12110,270523,370,7271,790,276,3250,45830,13570,227024,1160,35765,8950,173706,21370,13378281,21370,3478045,570,8104,20,129,14150,72718,11170,44578,1860,1099,0,0,0,0,200,209,110,1256,7130,98917,0,0,20,139,60,444,21270,3506039,0,0,0,0,0,0,0,0,0,0,21360,3405473,21370,3645891,17220,58287,18650,75564,12210,447787,9070,301236,4400,104521,5380,196715
CT,10,12160,940,10750,290,11350,610,11100,1400,35810,15760,0,0,0,0,0,0,3950,42357684,12160,42734714,10110,16879766,11890,2320416,11400,3149806,11150,2299723,7690,426134,3210,844515,11440,12650817,3190,307814,60,70,599,1710,55757,8190,4188316,5970,377030,80,20,2150,129700,2670,59669,190,1888,0,0,2280,53295,2280,52169,540,1126,9870,2689608,60,7966,9450,2386150,370,6087,9250,302981,9600,95947,9870,206450,6040,8657,7130,175967,270,6268,450,192,4680,752793,9610,1483952,2190,61609,7020,599133,12150,39017712,12150,11609807,1250,35008,10,142,9370,384773,8730,322737,620,403,0,0,0,0,0,0,60,1242,4730,143234,0,0,10,155,40,289,12120,12998342,0,0,0,0,0,0,0,0,0,0,12140,11225034,12150,12071547,9810,150820,11300,523580,5410,766547,6710,1680548,2050,402935,5150,1277614
DE,0,469860,225650,164190,68490,417550,27520,215330,289320,864730,260760,17440,7760,50,9630,2640,64630,135880,33064465,467850,33418386,382920,22080304,143280,249821,95360,866065,89130,685877,83970,106252,61320,740650,78620,1626236,133730,4530921,1850,14770,60663,87960,1487413,23430,1693417,97910,353921,11310,2942,2460,62901,9300,82527,6810,32721,35250,38570,409620,6920236,409620,6750900,85820,169337,55110,1665954,12780,228603,51600,520821,740,1797,49200,185853,50300,369980,54320,406990,4270,4420,45600,516496,1080,7389,3440,2228,2310,27798,46460,403388,2700,62958,49400,340817,377650,24898546,375660,4225674,630,7603,6410,12781,171170,375164,28990,58351,23630,13932,24880,26556,27190,4912,115520,230944,2200,6868,45990,149578,10950,108213,12500,120939,9230,7576,448660,4812296,73850,176095,66580,159936,57920,101195,19730,17412,4490,4969,326600,3850512,348350,4093764,9950,16775,12260,48536,97800,422865,360310,1132996,351450,972490,12180,160506
DE,1,5110,3410,1330,190,2960,750,2620,1030,7040,970,80,40,0,30,0,140,2660,-382442,3100,-378359,950,36367,1320,6142,950,6567,870,4922,180,548,1540,-21153,1210,15149,790,15022,200,50,256,10,34,770,-64956,800,4083,20,6,20,268,230,1639,30,139,160,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,197,0,0,90,57,20,22,0,0,0,0,0,0,10,4,10,5,0,0,500,1402,380,4753,410,4867,0,0,1950,11715,340,412,210,271,140,291,150,151,260,345,90,175,1400,3127,30,36,0,0,1090,2059,1770,10636,1670,8949,150,1687
DE,2,55700,46570,3450,4930,48170,3980,19490,31970,50240,11360,3590,1870,0,1720,950,5540,9950,294606,55700,299583,43250,238083,7240,3494,4490,5892,4070,3867,500,368,6550,20883,3500,1827,6810,35714,110,910,2428,190,834,610,-2847,6350,4977,70,15,0,0,350,1335,90,281,780,734,55070,588638,55070,575201,7470,13437,620,12131,450,6654,280,420,50,41,380,1181,420,1151,510,1455,40,19,340,3242,10,59,20,11,20,27,350,485,20,99,100,45,1620,3376,1200,322,20,122,280,103,210,35,130,5,0,0,20,8,0,0,50,19,0,0,5390,3887,950,10379,1020,10625,30,21,47660,40900,16580,18127,15020,16737,5270,3466,1400,1203,560,491,1120,287,6970,4350,0,0,0,0,4230,2180,45790,38732,45620,38325,220,407
DE,3,90120,57820,10630,19910,81210,4720,34730,65930,140340,47280,5690,2850,20,2820,1100,18870,20820,1557751,90120,1576479,71580,1183997,13010,9685,7550,15009,6850,9551,2090,1307,11520,95500,5660,9521,18090,221788,220,3940,14350,9340,18659,1370,2593,13910,18728,410,94,40,203,800,2839,520,1817,3510,3240,88420,1313660,88420,1284564,15790,29096,1700,38155,1210,20656,1030,1447,80,45,1160,2959,1310,3624,1510,4325,120,113,980,8830,20,104,60,42,30,58,1100,2989,70,782,3820,2621,58420,326577,57760,32969,0,0,1100,464,21940,7742,740,43,1770,617,4000,1970,6870,1158,10380,3863,80,43,9550,16555,3170,28883,3290,28893,2630,1402,84840,246897,31660,103970,28610,94838,22660,39323,3890,3237,1610,1424,41970,25228,50320,43790,10,7,0,0,7500,7848,79940,210733,79560,209695,570,1038
DE,4,111330,60200,21760,25380,100160,5630,45570,79530,197930,65990,4990,2400,20,2570,590,22540,26330,4043063,111330,4082827,94560,3212554,21710,18530,12410,32478,11440,21922,8740,5423,10940,96132,9620,23350,25430,491386,280,3970,16571,20380,154946,2590,20343,20640,39764,1700,404,120,1060,1330,6412,1580,6038,10420,11281,106160,1689827,106160,1655456,17770,34371,5170,108011,2520,37382,4250,7376,150,191,3900,10137,4340,15380,4950,17670,540,630,3610,31388,90,598,180,253,90,279,3940,16394,230,2528,8450,13544,110310,2216892,109630,242267,10,40,2790,2381,49550,60146,2770,202,6190,3914,7760,8145,16760,3151,33780,43099,470,560,7550,18988,4740,43073,4940,45311,3920,2527,108750,432888,24820,53395,22400,47952,24160,48302,4740,4096,1590,1748,82760,182121,87370,204985,20,25,0,0,16470,22984,94250,249789,93490,247444,1140,2345
DE,5,67430,30700,24260,9900,59870,3840,32900,42410,127900,36420,1810,420,0,1400,0,8860,22090,4153385,67430,4191354,55450,3013539,22400,21299,13550,46876,12550,32589,14030,10070,7860,74250,10590,41724,22510,633939,300,2140,9317,17590,291537,2650,31170,16320,37969,2090,510,160,1724,1100,7177,1370,5961,8110,9240,58700,1052614,58700,1024620,14340,27993,8720,184174,2590,42467,8090,23319,140,235,7530,19870,7770,38397,8600,42079,750,868,7120,62599,170,1043,350,339,110,313,6790,29237,350,3829,7430,17916,67260,2886691,67080,357537,0,0,1260,3634,27240,56411,3770,407,3300,1947,4370,5243,3550,599,20140,45167,530,1144,5430,15315,1350,16318,1810,19964,1430,1395,66360,420792,460,191,340,138,4780,8341,2850,2575,400,757,61930,301126,63180,319621,0,0,0,0,16180,33988,51040,133780,50010,130275,1470,3506
DE,6,45840,13790,26490,4400,40700,2790,24300,27390,99150,26880,730,90,10,630,0,4400,17290,3975869,45840,4006618,37410,2733783,19640,22396,12760,54254,11920,38602,14270,12210,6230,67178,10180,55936,18660,695485,220,1510,6690,14010,306741,2510,32043,10940,30749,1850,477,150,1668,960,6626,940,4841,4290,4713,37130,778029,37130,755474,10970,22555,8710,201881,2030,35011,8370,34494,110,303,7880,22662,7990,51420,8650,55089,710,781,7440,69591,150,1043,400,262,140,505,7090,34556,390,4311,6610,19655,45770,2967575,45700,391057,20,39,470,2333,19540,47784,3980,606,3030,1834,3060,3814,0,0,14960,38944,390,1137,4390,13233,310,4031,570,6446,630,812,45370,429231,0,0,0,0,760,1180,2160,1913,70,165,44810,343273,45060,359542,10,7,0,0,12430,33064,33310,101684,32250,97657,1490,4027
