STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
MI,6,442290,112590,292960,29850,400750,20760,258300,280480,1036550,301950,1680,340,30,1310,0,35300,148180,38330142,442290,38691113,377300,27999790,191200,196365,114480,459956,106740,315478,100790,53735,70200,763360,99520,572620,156440,5401316,4910,22460,71671,118800,2596140,25320,306922,125490,360971,14160,3671,1630,18511,9950,66516,10810,56901,58620,72306,391440,8350133,391440,8162881,92160,187252,50850,1198909,13510,235444,46040,172140,4500,6758,46470,196681,46410,332739,50760,363127,36600,14935,39460,287624,1260,6150,1450,1153,1050,6324,41930,245773,3030,41237,71090,209277,441850,28502083,441100,3657463,120,1626,5510,18951,200090,532324,38120,6347,25500,14071,35760,48835,0,0,159380,452232,1640,4260,49970,145857,3460,23198,6650,43918,5160,6346,438690,4093231,0,0,0,0,10220,17566,24750,23777,720,1107,430060,3125218,433830,3299215,110,97,0,0,104820,256312,336780,1043791,325530,999049,15280,44742
MI,7,637900,82540,528570,21340,580230,31980,380690,334190,1720440,554720,1070,190,40,840,0,29240,206170,85993588,637900,86832443,559320,63581075,354440,482322,230830,1337823,216720,970843,257680,176878,115990,1907964,206340,2070379,230140,10876053,7240,24600,77462,150580,3897316,63550,1604727,215480,838855,32800,9054,6400,98817,20630,182006,19390,108262,88440,106623,522330,12108675,522330,11860473,116940,248202,115570,3318012,18430,350174,109490,652521,5700,11462,109620,568241,107800,969146,115480,1047814,82950,38045,95360,877654,3210,16190,4020,3030,3880,16643,103180,845861,7550,142304,137950,678677,637620,69773056,637220,10487591,680,2390,3760,21036,358030,1023156,86340,30743,55990,30279,64780,91611,0,0,283260,832718,2610,9906,84700,334312,580,3821,4140,26411,3640,7046,634490,10704904,0,0,0,0,1590,3713,53070,53385,70,180,634800,9464438,635700,9868186,4060,1135,1200,470,224440,822907,412470,1645193,386790,1464388,34510,180805
MI,8,162450,15070,142810,3570,149060,8750,114000,51490,469890,165100,70,10,0,60,0,2300,53600,45768327,162450,46439969,144000,30657581,124500,413060,98510,1397707,94150,1080090,71460,98391,37400,1746682,94030,2657254,56940,4069597,1970,2550,9643,32940,957648,45550,3627046,52850,671642,5550,1405,7390,208344,15010,183764,3070,29518,0,0,97270,2306998,97270,2257522,23010,49476,65170,2469822,3250,102390,62180,799777,2850,6581,61640,494013,62390,617649,65140,675004,40590,22079,54180,707399,1810,11633,2690,1439,5620,41296,61110,764073,4720,159942,64190,848163,162410,40118486,162380,7862432,1970,11625,500,3585,112170,375583,49000,86797,14260,7368,0,0,0,0,74040,219718,620,3130,33870,235895,0,0,530,3681,620,2333,161540,8049000,0,0,0,0,40,92,0,0,0,0,162200,7486849,162360,7885550,65960,49119,76840,80247,78590,775024,83480,928263,64040,561260,24590,367003
MI,9,23760,2230,20860,520,22100,1190,20600,4160,69950,25450,0,0,0,0,0,80,8410,15994252,23760,16259211,20910,8701626,21910,220362,18840,700781,18240,554235,10620,52147,6360,631743,19150,1640573,7090,597872,330,120,531,4460,138048,13790,3169429,11350,264959,310,77,2300,97305,4760,70202,600,6241,0,0,9220,218014,9220,212717,2480,5298,14540,854796,180,13268,13680,418361,830,2218,13380,171294,14030,139805,14530,164776,7330,4764,11100,185826,360,3672,570,170,2880,37462,13880,354106,1560,96301,12470,424105,23750,14498070,23750,3729995,520,7201,50,288,15130,121241,12120,80641,1330,750,0,0,0,0,290,408,80,563,7600,76779,0,0,60,323,80,440,23640,3880940,0,0,0,0,0,0,0,0,0,0,23730,3608753,23750,3828054,16480,50623,20830,85545,11330,419604,12340,467600,6000,160950,7490,306649
MI,10,11030,1240,9410,240,10300,540,10290,1180,29000,10340,0,0,0,0,0,0,4500,35950130,11030,36195155,9520,8967214,10730,957795,9740,2166484,9510,1753239,6970,216757,2940,487478,10030,11458669,3290,278448,200,20,90,2230,71297,8590,9516048,6340,245025,80,20,1080,58484,3300,51543,260,2691,0,0,2890,67567,2890,65879,800,1688,8140,2126207,30,3228,7760,1075000,370,2077,7260,175384,7750,77326,8140,231022,3330,3013,4870,90222,210,3321,250,105,2980,241485,7890,1313155,1620,277858,7720,1585172,11010,32172802,11020,9253555,1330,58670,10,80,8140,474537,7330,330733,290,182,0,0,0,0,0,0,40,544,4070,66638,0,0,20,85,40,236,10980,10170029,0,0,0,0,0,0,0,0,0,0,11000,8779018,11020,9279997,7450,73450,10190,354775,4160,800491,6830,1677794,1970,306299,5510,1371495
MN,0,2796040,1406910,1078040,269100,2551600,114400,1500480,1646920,5207030,1556850,78160,25020,150,52990,8740,252610,725840,217577012,2789480,220520489,2343050,152976315,948970,1837480,635450,5237281,590220,4038158,433000,651034,406450,5601504,562750,12605256,674680,19152067,67010,103230,610501,428030,6751744,185440,13529265,776080,2943477,58930,14808,20140,412471,93050,721227,53040,259221,337160,372391,2451740,41394387,2451740,40521633,440710,872753,314640,10397225,73930,1402435,288230,4420143,23180,34101,282250,1394059,297600,2416367,313330,2702832,208680,100109,249230,2742031,6320,37684,30230,14341,16260,235246,265880,2861633,17670,383823,388740,3220670,2281090,167373822,2260370,29357068,3410,53265,24680,44022,1032210,2415407,193290,194413,153060,79255,168910,189208,163200,30441,689100,1701379,4290,14554,336830,1072102,38860,253646,47560,282547,60590,45633,2638690,31914902,324340,710329,281310,625669,257750,486073,127990,116865,17770,24165,2015210,26941665,2139520,28673923,79100,148737,89230,349171,635320,3149826,2059900,6341207,1998820,5145029,81230,1196176
MN,1,29620,17570,10330,1030,21970,4120,20920,6700,46130,7620,290,140,0,150,0,370,15170,-2619072,23080,-2572923,8690,303804,11390,64219,6890,54762,6040,35387,930,9483,9460,-172338,10420,188677,5900,88016,6220,290,1682,40,107,5940,-679482,8170,46149,120,27,60,1231,2250,13190,150,706,1400,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,173,0,0,190,1632,50,1543,120,63,80,306,0,0,0,0,10,10,0,0,40,41,0,0,4490,10668,1000,10202,1080,8897,20,9,13320,79633,2820,3620,1620,2359,1250,2929,1120,1052,840,2030,130,1326,5100,13602,150,234,10,3,2870,5551,11680,71492,11110,59056,780,12435
MN,2,344640,304810,20320,16700,300770,20330,143690,172600,252470,41380,30250,7820,10,22420,4270,18920,70640,1723969,344630,1761073,263240,1434559,56240,23068,33710,38100,30350,22357,2450,1804,34550,106291,29110,23069,43690,205858,3390,2620,8291,700,2530,3980,-11851,37190,37104,240,48,90,579,3550,11214,570,1843,6470,5692,341200,3425060,341200,3324758,55640,100302,3430,82273,2670,53541,1170,4659,1670,1016,2060,7715,2870,9636,3210,10922,1150,505,1560,13284,30,231,150,68,110,403,1890,2554,130,829,880,444,13280,24757,7320,1561,20,17,410,177,1390,123,1060,39,0,0,140,34,40,16,60,30,0,0,29690,20640,2060,14785,2150,13292,100,54,279210,184758,77270,69990,66520,62723,18250,12249,9090,7749,1400,2050,6980,1439,39630,23118,10,9,0,0,23480,11004,265360,172765,264260,170568,1450,2197
MN,3,446680,323380,51880,65220,406400,17870,217460,303340,609370,168740,21240,8100,60,13090,2670,65090,107020,7707544,446680,7838538,353110,5821753,84690,58447,50410,103576,45550,60482,8700,5779,60820,503772,43450,95131,92160,1048219,6860,13880,61759,45020,81893,8880,17024,87330,130994,1860,399,380,2196,8190,25839,3500,11843,30640,27846,436580,6293824,436580,6141092,81310,152732,10090,245580,8010,152526,4300,9621,4860,3473,6640,21551,8770,28405,9700,32311,4080,1425,4650,35038,130,885,440,161,260,944,6600,17936,450,4149,27970,20071,301560,1732575,295010,172138,50,78,1980,1102,105510,38482,5240,253,5450,1820,29240,15397,34750,5646,38730,15202,110,44,53390,88183,8060,51063,8110,46302,14660,7707,407550,1021216,122260,377460,106670,337766,79990,141672,23350,19319,5110,6502,223870,133656,264350,232184,20,19,0,0,46560,48695,378600,836616,376050,830505,3690,6111
MN,4,653270,407520,122940,107600,599710,22910,327480,458900,1090680,321600,17900,7210,50,10640,1760,93480,140770,24056824,653270,24409170,564960,19626578,143070,104436,82880,196366,75700,123674,45390,28476,73730,727667,71020,228242,129690,2303500,11860,28210,153727,106390,771854,17820,99984,175160,352346,8120,1848,1180,8686,14550,59975,11930,47205,102340,112398,627440,9677800,627440,9496147,91820,181652,25810,592938,14950,266436,19160,44460,5870,6526,19920,64156,22970,99857,25480,111538,13320,4886,15980,122906,460,2864,1440,761,490,1765,18660,67403,1390,14178,65010,105859,646610,13646466,640510,1487921,30,132,10830,8815,257780,299892,19310,1294,23220,12982,45010,46993,98930,19397,157870,217265,670,666,59290,143244,19310,112701,20720,115023,28710,17033,633010,2474726,118380,257716,103870,221733,113850,240348,25830,21414,7700,9102,514040,1188031,543620,1356311,60,119,0,0,104650,146975,543600,1259837,537540,1243832,8700,16005
MN,5,418590,205400,159190,44320,383900,15230,232710,265590,801420,224510,5400,1270,20,4110,30,37950,119930,25775602,418590,26130686,357710,19704056,145200,120046,89050,265024,81890,175274,77110,53701,58300,638832,76220,338906,114740,2924421,10720,21220,137699,90450,1437811,20360,208979,136080,355084,9480,2258,1460,14373,12520,70204,11920,56217,75040,86061,371960,6641804,371960,6498507,72710,143297,46620,997077,15990,283963,42600,143948,3630,5325,40950,127562,43490,258067,46450,274107,28170,10041,35690,271634,940,5047,3050,1678,730,2223,34680,125757,2190,25707,60540,155240,417180,17939676,415980,2206596,40,354,6280,13182,161040,340234,25730,2477,19060,10008,26640,32250,29480,5382,114950,284592,760,1403,46650,131982,6490,51792,9330,63281,10020,8931,411090,2573430,3610,1543,2630,1088,34270,69838,16510,15128,2230,3666,380320,1866363,392450,2018259,60,61,10,6,101950,205497,315250,753883,307440,732588,10720,21295
MN,6,288900,78700,188850,17600,266020,10500,171330,175170,677750,200340,1930,300,10,1610,0,18280,93630,25084102,288900,25391219,247790,18567159,128580,123364,83160,299466,77110,205810,74530,60234,48440,593734,71400,431428,94310,3110458,9110,15450,100741,70170,1483350,20620,281678,96310,307117,9670,2438,1710,17706,10030,68497,8580,45209,45010,53070,242720,5225767,242720,5112523,54550,113244,46180,1071987,12260,225104,44050,210686,1930,3377,42280,144068,43630,329902,46100,346331,30630,11214,37050,296439,870,4633,3570,1727,920,3348,36780,158779,2300,30203,54420,176558,288370,18569756,287720,2377218,60,219,2760,8615,129490,365888,25720,3293,24300,13647,22840,30734,0,0,101800,310275,700,1776,38960,120710,1650,10954,3530,20415,3820,4654,285390,2550043,0,0,0,0,8580,15424,15580,14966,420,632,278520,2011330,282020,2149453,80,124,0,0,79800,202411,208430,597873,200760,572734,10290,25139
MN,7,455960,56010,383760,13230,423670,17200,272850,219420,1257570,418310,1100,170,0,920,0,16770,133940,61809946,455960,62547153,404910,46736699,253640,312612,181470,922078,169970,675943,171970,172897,85520,1423344,157720,1607186,146390,6443479,13920,19110,128831,90820,2278325,54730,1455835,177200,737207,24730,6629,6150,86739,20990,187479,14210,75137,76270,85686,354480,8294155,354480,8146472,68960,147683,101470,2938475,17280,331237,98710,787964,2550,5584,95010,422516,96870,906287,101400,954834,72990,33586,85340,913858,2240,11310,10180,5146,3590,18225,90530,599285,5480,95404,112260,598004,455720,49911698,455320,7462696,380,1870,2000,10098,262760,807303,61710,13973,60330,31137,45030,63790,0,0,209960,665080,1390,5777,69030,275214,290,2149,2300,13177,2760,5248,452100,7200459,0,0,0,0,1520,3500,36520,37237,60,183,453130,6655393,454030,6977233,2590,708,750,283,190750,737994,264310,950820,248090,852637,21890,98183
MN,8,130660,10760,116540,2790,122820,5210,89680,40240,390960,144230,60,10,0,50,0,1680,35970,37067018,130660,37649913,118260,25785474,100140,284949,84910,1032850,81260,808764,42600,96264,28470,1168857,80110,2180021,40040,2467361,4060,2300,16579,20370,573667,37010,3141097,44700,582895,4400,1086,6330,162249,14160,178829,1740,16688,0,0,69060,1641133,69060,1611188,13890,29945,61610,2288943,2630,74865,59650,1172707,1880,4977,57970,390006,60130,596957,61590,633995,45310,27192,54110,799769,1250,7900,8140,3491,5150,39206,58090,630956,3390,95092,52680,740115,130640,32378115,130610,6317993,1270,9998,280,1753,94610,308390,39010,33484,18460,8513,0,0,0,0,65450,208610,510,3363,26760,181582,0,0,310,1926,420,1550,129490,6180995,0,0,0,0,40,113,0,0,0,0,130500,6009602,130600,6323532,56980,43065,63630,62763,71080,749596,59210,597814,47160,383177,15590,214637
MN,9,19490,1880,17080,450,18510,730,16620,3950,58380,21860,0,0,0,0,0,60,5820,13140202,19490,13361397,17360,7631791,17950,153508,15670,528970,15190,420775,4980,44352,4910,340509,15750,1291823,5450,355926,570,110,970,2730,80005,10040,2402734,9090,221195,260,61,1810,71745,4070,61386,310,3155,0,0,6500,152883,6500,149794,1440,3089,12990,739583,120,11919,12350,660736,630,1619,11830,120875,12710,125882,12990,145971,8950,6981,10660,201943,280,2768,2180,805,2520,31888,12400,302387,1120,42793,9560,339962,19490,11906874,19490,3075422,460,8097,30,217,13240,70184,9940,30927,1850,938,0,0,0,0,250,284,80,811,5570,53182,0,0,30,234,50,249,19350,3060415,0,0,0,0,0,0,0,0,0,0,19480,3005239,19490,3170158,13660,44291,17170,62516,10470,400784,8960,285591,4980,117234,4660,168357
MN,10,8240,880,7140,170,7830,310,7740,1010,22290,8270,0,0,0,0,0,0,2960,23830877,8240,24004263,7040,7364442,8070,592831,7320,1796089,7160,1509692,4330,178044,2250,270836,7550,6220773,2330,204829,300,30,222,1330,42202,6080,6613267,4850,173386,60,14,990,46967,2750,44614,120,1218,0,0,1810,41961,1810,41152,390,809,6430,1440369,30,2844,6250,1385362,170,2204,5600,95610,6160,61374,6420,192823,4090,4279,4190,87160,130,2046,1070,504,2490,137244,6260,956576,1220,75468,5420,1084244,8230,21263905,8230,6253891,1060,30957,0,0,6320,184605,5570,108673,380,210,0,0,0,0,0,0,50,714,3010,46697,0,0,0,0,30,198,8190,6589227,0,0,0,0,0,0,0,0,0,0,8230,6069286,8240,6410073,5480,60107,7660,223600,3710,641319,4500,814516,1430,182698,3450,631817
MS,0,1227720,509320,398010,295450,1115930,58170,683970,836270,2465540,910500,22070,14630,1040,6400,4930,288390,285030,63136754,1223260,63895200,1029130,45799459,257370,447605,128980,914740,119210,707346,138230,160829,238180,1865373,114730,2385148,270760,7543620,40270,19590,59892,169570,2414943,53700,3267190,275810,758446,31770,8242,3890,93653,27000,194520,13750,67097,71760,73845,1117310,19076765,1117310,18743709,172260,333057,94140,3066835,38120,525273,69200,533312,22130,46614,73600,223678,85630,521794,93480,580758,61630,51215,62620,538016,1710,9768,2080,4837,3880,42868,84330,1145815,6960,186881,111160,761086,902480,43096688,902350,6797861,910,8971,18970,21277,481890,826902,33460,38902,59550,36251,76270,75350,99320,20204,357260,609340,7480,9841,165010,433087,42090,354872,45840,390176,24070,20807,1172450,9073465,364350,1057022,336530,939397,271590,462639,80020,72864,12170,7804,695090,5970960,804610,6558088,12880,21157,16960,61831,210100,892915,988510,3351177,971860,3063601,21030,287575
MS,1,16220,8800,6140,670,11560,2200,10910,3900,25400,3790,160,120,0,40,0,690,8360,-1434962,11760,-1422736,3230,119146,4710,21670,2530,15681,2320,11387,430,1340,6840,-99212,3530,124422,2790,46346,2410,50,167,30,144,2770,-236400,2970,12226,90,21,20,207,950,5401,80,400,380,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2552,30,2386,420,146,70,966,0,0,0,0,10,7,0,0,50,36,0,0,2000,4874,1840,20056,1970,20681,10,7,7590,33136,1210,1551,680,978,540,1078,880,835,920,785,450,1585,2820,7577,60,82,0,0,1800,3069,6860,28863,6520,22551,440,6313
MS,2,159310,123630,12620,21060,140930,9680,76230,97650,167840,45920,4750,3420,90,1240,1500,28310,26430,887506,159310,907198,125790,750198,14810,7694,7310,9417,6660,6325,960,731,26340,69689,6520,7059,16280,87952,1790,1430,3493,430,1974,1720,-9386,22910,19692,310,74,30,153,1530,6070,230,779,1660,1502,158010,1822051,158010,1787273,19020,34778,1270,24490,970,15227,370,768,650,564,630,1462,970,2290,1150,2810,500,329,520,3835,20,71,20,7,20,90,730,1449,60,560,320,176,3830,7839,4130,1118,0,0,1450,532,780,179,290,8,0,0,110,32,30,8,320,119,0,0,20610,16700,6260,57312,6700,60311,60,29,140460,157643,63190,85909,56820,76432,22280,16196,8580,7660,2380,1308,3690,940,25800,18209,0,0,0,0,12890,6475,133360,145859,132950,144523,540,1336
MS,3,345880,166950,39350,134460,320150,13510,184960,277630,664710,296250,8210,5790,230,2190,2380,118960,57930,5875157,345880,5959336,287340,4847227,28480,20882,11530,22732,10380,14774,5170,3470,79670,462813,9750,24625,47510,538333,4620,7790,21105,19860,36761,3290,6097,74050,84179,2720,653,80,336,3010,12504,1430,4507,8390,7216,341040,5372364,341040,5299558,39720,72807,4820,97094,3740,49952,1850,2589,2450,2948,2510,4788,3960,9817,4650,12313,2360,1771,1930,12393,80,398,50,108,70,228,3670,16618,300,3010,14350,8633,195580,981562,196700,101495,30,73,6460,2529,102710,35970,940,47,6310,2276,17430,7623,27380,5269,58600,20357,630,315,61420,99670,19590,158262,20670,166350,6430,3829,331650,1296973,192800,732507,182340,651186,139400,237997,27150,25725,5840,3086,112410,65525,173410,171517,30,20,0,0,23750,24323,315720,1148684,314840,1146545,1200,2138
MS,4,311690,128280,72930,101030,285030,13160,164240,233910,628260,245670,6160,4090,290,1780,1050,89570,64290,11137813,311690,11242219,274430,9519390,45740,34896,18930,43910,17150,30424,22490,15394,45730,91744,15700,49768,62770,1146256,7160,4890,13821,49290,332144,5930,31801,57150,104406,9260,2272,200,1334,4180,21212,3350,12533,22330,21976,295640,5010963,295640,4933704,40190,77258,16040,355321,11300,139877,9800,16515,5430,9746,9500,17728,14030,44698,15850,53402,9050,7946,7920,47764,330,1739,290,1874,140,544,13740,87867,1160,14257,23570,35844,308920,5692643,307440,619203,20,119,7390,5924,172510,212053,3370,233,20210,13470,26370,28534,58710,12754,129840,153020,2920,2941,24510,56204,11800,97345,12360,106004,10930,8043,304180,1249741,105300,236305,95330,210250,90840,175625,19440,17816,2670,2219,204490,407150,222720,477272,40,77,0,0,44320,63631,266010,832750,264290,827799,2310,4951
MS,5,152590,49490,72650,25850,137720,7530,88790,99440,335260,110440,1720,860,150,710,0,28990,44720,9354062,152590,9440227,130300,7244982,42270,36638,18570,59767,17000,42176,25600,20434,25580,138828,15740,76850,46770,1265259,6170,2240,8242,36350,549195,6040,50182,37650,86165,5780,1512,210,1757,3310,19601,2690,11873,15380,16487,136180,2630027,136180,2576980,27590,53048,16400,404611,9350,125379,11150,28672,4630,9684,11870,23957,14640,61634,16290,71316,10260,8015,10370,65968,330,1691,310,1194,220,877,14550,113675,1180,16181,17670,44749,152260,6249326,151950,748726,30,170,2080,4859,74840,166358,4540,531,10330,6315,12120,14766,13190,2173,61700,138060,2010,2920,16090,43105,2140,18200,2770,24727,3880,3792,149880,878965,1850,750,1370,551,15740,27207,8540,7562,320,356,135590,582370,140230,635600,30,51,0,0,37450,80190,114840,320406,112790,313729,2630,6676
MS,6,92490,17030,66330,7490,84010,4360,56930,57250,232870,74200,670,220,140,310,0,12410,30370,8003512,92490,8075909,79260,5951971,35410,36087,17010,65593,15680,47311,22600,20213,17520,146435,14780,93708,34120,1172158,5220,1470,5831,24700,502826,5770,74894,26910,72397,5250,1469,260,2954,2730,18327,1910,9870,10160,11457,80340,1764631,80340,1726827,18650,37804,12150,329646,5330,75741,8780,31597,3090,7080,9880,22729,10910,58322,12120,66116,8090,6078,8680,62388,190,1010,230,687,210,842,10900,102024,860,14521,14330,46455,92410,5840557,92250,732345,60,125,690,3246,46160,129728,4620,896,8320,5144,8550,10279,0,0,40520,110304,840,1418,12010,36434,400,3290,820,7325,1460,1938,91260,789179,0,0,0,0,2370,3581,5970,5091,40,50,89710,602616,90580,647569,40,69,0,0,26120,74955,66220,214533,64320,207039,2420,7495
MS,7,118270,12350,100420,4250,107660,6080,76490,58050,323470,104890,410,140,140,140,0,8940,40260,15729511,118270,15885564,102420,11236834,61440,87186,34690,200369,32310,152055,46760,48308,26240,386314,30710,347354,48180,2322949,9050,1520,6393,30710,755189,14370,396963,40470,156053,7370,1988,990,15426,5630,45425,3130,18027,13450,14745,92170,2146697,92170,2098861,22640,47837,26110,826538,6560,96244,21410,124944,4410,11931,23440,67462,24360,184509,26070,199692,19100,14566,20410,178503,410,1972,620,753,860,4378,24170,298310,1770,38456,26000,156089,118210,12572557,118130,1860085,180,571,420,3515,65340,190473,10980,6190,12160,7685,11680,14109,0,0,55310,156061,880,1711,18560,80542,50,407,480,4177,1090,2213,116790,1886520,0,0,0,0,390,861,9470,8175,0,0,117580,1669612,117810,1769747,660,198,310,120,47840,217101,70240,292583,65760,257513,5660,35069
MS,8,25860,2280,22820,530,23800,1380,20340,7510,72450,24030,0,0,0,0,0,500,10330,7286719,25860,7428496,21850,4166887,19500,72152,14230,207178,13630,166263,11620,22222,8110,407703,13690,435901,10610,814860,2980,200,840,6880,195530,9810,933654,10490,141777,920,236,1480,42807,4050,44301,740,7007,0,0,12590,298318,12590,289823,3980,8495,13270,562925,850,20902,12000,149097,1230,3783,12120,54613,12790,121143,13260,128753,9580,8934,10190,122670,240,1584,450,174,1290,9408,12600,236537,1020,41468,11750,202624,25850,6217010,25840,1207080,300,1749,60,526,16260,52915,6250,11244,1970,1190,0,0,0,0,10870,31300,170,372,7480,63244,0,0,70,601,190,827,25340,1206614,0,0,0,0,40,94,0,0,0,0,25760,1154165,25810,1245954,8620,6541,11970,13362,13350,192218,12430,149510,9120,84956,4050,64554
MS,9,3940,360,3460,80,3680,200,3640,770,11470,4080,0,0,0,0,0,10,1610,2641979,3940,2697670,3280,1191991,3580,37388,2950,110127,2860,87738,1750,9201,1510,139124,2990,282956,1260,108233,610,0,0,920,27820,2750,698730,2260,55691,70,17,470,21157,1110,15247,140,1475,0,0,1060,25108,1060,24302,380,805,2870,207539,30,1951,2690,77246,180,684,2590,18755,2800,27713,2870,30575,1950,2449,2000,33464,70,813,100,30,620,9783,2780,106330,350,25395,2150,78564,3930,2331906,3930,592042,80,963,0,0,2260,10783,1660,3867,210,148,0,0,0,0,60,83,20,164,1640,19308,0,0,0,0,20,129,3860,611554,0,0,0,0,0,0,0,0,0,0,3930,581259,3940,624850,2520,7305,3340,15584,1930,95014,2000,80073,1030,29491,1130,50582
MS,10,1490,150,1290,30,1390,90,1440,160,3810,1240,0,0,0,0,0,0,730,3655457,1490,3681317,1220,770833,1430,93012,1250,179966,1220,148893,860,19516,650,121935,1320,942505,480,41274,260,0,0,410,13360,1270,1320655,950,25860,0,0,150,7522,490,6432,60,626,0,0,280,6606,280,6381,110,225,1210,258671,0,0,1150,101884,50,194,1060,12184,1180,11668,1210,15781,740,1127,610,11031,30,490,30,10,470,16718,1180,183005,270,33033,1030,187952,1490,3203288,1490,933215,170,2815,0,0,960,27477,820,15886,40,23,0,0,0,0,0,0,0,0,700,13006,0,0,0,0,0,0,1460,963140,0,0,0,0,0,0,0,0,0,0,1480,905738,1490,959793,880,6814,1340,32765,650,135939,840,137916,250,29455,660,108461
MO,0,2809860,1323000,1066500,361400,2550510,135770,1411530,1744440,5313880,1625380,76080,26440,2340,47300,5740,369190,760920,182911473,2800580,185104199,2299370,125241721,857370,1577023,530610,6326859,497830,5366996,385520,525819,428660,4999245,475460,10594328,717410,19694488,93570,83840,234040,439220,6168770,149330,10436564,667610,2192726,64250,16560,13860,307695,78390,560148,39860,194790,255000,276549,2553250,43674384,2553250,42734102,482730,940280,217710,8111599,68000,1279975,182010,2029162,32030,52045,190230,893415,201970,1515600,216380,1695201,164630,130938,158570,1529248,3260,19797,6340,4851,11510,171742,183970,2994180,13460,387091,327920,2236928,2167530,134933881,2155710,22951812,2800,43157,57070,75776,1019440,2028481,156570,118436,124200,68599,156760,155475,210250,38835,691880,1484793,7110,22731,330460,990949,114020,998911,124090,1080578,64670,51290,2634900,27049251,488370,1194838,434710,1065004,376420,676064,119410,102176,40540,34258,1844590,20923333,2004080,22561460,50820,105290,62090,372484,530020,2477426,2163690,6924674,2114430,5831292,65590,1093378
MO,1,38830,21610,15070,1170,28830,5670,26740,8970,61110,8860,260,120,0,140,0,810,21520,-2867025,29560,-2834621,8430,288001,13980,55758,7770,53487,7070,38442,1070,3783,13770,-215445,11530,214183,8290,115275,8420,230,709,60,287,6350,-602859,7570,32404,160,41,70,976,2400,12994,180,951,1270,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,81,0,0,920,3047,70,2436,800,270,170,344,20,1,0,0,30,10,0,0,120,93,0,0,4640,10827,4860,57756,5130,57505,10,10,17340,77336,2780,3341,1580,2189,1180,2535,1180,1070,3010,3435,790,2703,6200,15136,160,220,0,0,3730,6046,15670,68278,14920,57005,1010,11273
MO,2,387760,319820,32720,30700,342730,23160,158100,199860,362640,73860,30620,9370,220,21030,2520,34970,95920,1939202,387760,1976836,278260,1541541,65210,29029,34310,38681,30980,25011,2580,1738,43390,126102,28760,29498,58220,287853,6110,3990,9705,940,4036,4060,-16426,41740,37634,420,91,80,540,4080,13117,540,1939,4690,4117,384210,4327143,384210,4189614,76630,137528,3520,80958,2940,57283,970,2095,1870,1155,1960,6448,2910,7964,3230,9202,1620,731,1320,9692,30,121,50,21,90,204,1770,2704,120,1263,600,373,10670,20038,8840,2352,10,7,3420,1217,1760,288,1020,38,20,5,170,48,110,29,400,153,0,0,35400,26285,14710,139387,15350,141583,110,59,307790,265239,108170,120527,96470,109570,34010,22444,10020,8450,6800,4329,8110,2064,46180,29533,10,22,0,0,25950,12543,293540,248261,292450,245063,1490,3197
